    "NO_MODIFICATION_ALLOWED_ERR_FILE": "파일을 수정할 수있는 권한이 없습니다.",	    "NO_MODIFICATION_ALLOWED_ERR_FILE": "파일을 수정할 수 있는 권한이 없습니다.",
text.unit.seconds=초ㄹ	text.unit.seconds=초
text.category.shooting=발사	text.category.shooting=사격
block.dart-ship-factory.name=다트쉽 공장	block.dart-ship-factory.name=비행기 공장
block.blast-mixer.name=블래스트 혼합기	block.blast-mixer.name=폭발 화합물 혼합기
block.javelin-ship-factory.name=창 던지기 선박 공장	block.javelin-ship-factory.name=전투기 공장
- 그러나 머신러닝이 모든 것을 다 알아서 해주는 것이 아닙니다.	- 그러나 머신러닝이 모든 것을 다 알아서 해주는 것이 아니다.
A. 일단, 3 종류 인스턴스가 생성됩니다. 노트북은 노트북 실행시, 학습용은 실행시, 엔드포인트는 엔드포인트 배포시에, 그런데 엔드포인트는 정지하지 않으면 계속 운영된다!	A. 일단, 3 종류 인스턴스가 생성됩니다. 노트북은 노트북 실행시, 학습용은 실행시, 엔드포인트는 엔드포인트 배포시에, 그런데 엔드포인트는 정지하지 않으면 계속 운영됩니다!
A. 자세한 문서가 많지만 [XGBoost](https://brunch.co.kr/@snobberys/137) 여기가 잘 정리해 놓은 것 같습니다.	A. 설명한 문서들이 많지만 [XGBoost](https://brunch.co.kr/@snobberys/137) 여기가 잘 정리해 놓은 것 같습니다.
    아래 그림에서 `<your_s3_bucket_name_here>` 부분에 전에 생성한 S3 버킷 이름을 넣습니다. `awskurg핸드폰번호` 형식으로 명명했었지요?	    아래 그림에서 `<your_s3_bucket_name_here>` 부분에 전에 생성한 S3 버킷 이름을 넣습니다. `awskrug핸드폰번호` 형식으로 명명했었지요?
    전체적으로 다 보셔야 하겠지만, 대부분 값이 고르고(정규분포), 눈여겨 봐야 할 부분은	    대부분 값이 고른데 일일이 확인해 보시면 좋겠지만, 눈여겨 봐야 할 부분은
    이것을 적은 비용으로 개선해서 이익을 증가시키는 것이 목표가 되겠습니다.	    이 비율을 적은 비용으로 개선해서 이익을 증가시키는 것이 **진정한 목표**! 가 되겠습니다. :godmode:
    전화번호는 고유치가 너무 많고, 다른 통찰을 끌어내기엔 추가 데이터가 없으니 입력 데이터에서는 제거합니다.	    전화번호는 고유치가 너무 많고, 다른 통찰을 끌어내기엔 관련 데이터가 보이니 입력 데이터에서는 제거합니다.
    요 내용은 19줄에서 처리합니다.	    요 내용은 6줄에서 처리합니다.
    100% 일치하는 것으로 보이는 컬럼은 제거합니다. 딱 봐도 많이 썼으니까 많이 나오는 당연한 결과입니다만 다소 문제를 일으킬 수 있기 때문에 다음 컬럼은 9줄에서 제거합니다.	    100% 일치하는 것으로 보이는 컬럼은 제거합니다. 딱 봐도 전화를 많이 썼으니까 비용도 많이 나오는 당연한 결과입니다만, 다소 문제(overfit, bias 등)를 일으킬 수 있기 때문에 다음 컬럼은 9줄에서 제거합니다.
    알고리즘 적용을 위해서 데이터를 가공합니다.	    알고리즘 적용을 위해서 데이터를 가공합니다. libSVM 형식하고 .CSV 
    - 회귀 알고리즘을 사용시에는 다항식 혹은 버킷형의 개념을 만들어야 하기 때문이기도 하나, XGBoost 는 경사 부스트 트리 방식(gradient boosted trees)은 예측 대상과 다른 변수간에 비선형 관계를 쉽게 풀어줄 수 있다고 합니다.	    - 회귀 알고리즘을 사용시에는 다항식 혹은 버킷형의 개념을 만들어야 하기 때문이기도 하나, XGBoost 는 경사 부스트 트리 방식(gradient boosted trees)은 예측 대상과 다른 변수간에 비선형 관계를 쉽게 풀어줄 수 있다고 합니다. 한때는 만능이라고... :eyes:
##Part 1. [고객 이탈 예측](churn-prediction.md)	## Part 1. [고객 이탈 예측](churn-prediction.md)
##Part 2. [색상 분류 모델 만들기](https://github.com/yansonz/2018-handson-data-02)	## Part 2. [색상 분류 모델 만들기](https://github.com/yansonz/2018-handson-data-02)
> 비주얼하지 않아 와 닿지 않을 수도 있지만(:sweat_smile:), 데이터 분석의 맛을 보여줄 수 있으면서도 훈련 시간이 비교적 짧아서 택함.	> 비주얼하지 않아 와 닿지 않을 수도 있지만(:sweat_smile:), 데이터 분석의 맛을 보여줄 수 있으면서도 훈련 시간이 비교적 짧아서
참고로, 사용하는 데이터는 다니엘 T라로즈 `Discovering Knowledge in Data`에서 언급된 것으로, 미국 모바일 회사의 이탈을 포함한 일부 기록(약 3333건)입니다.	참고로 사용할 데이터 셋은 다니엘 T라로즈 `Discovering Knowledge in Data`에서 언급된 것으로, 미국 모바일 회사의 고객 이탈과 관련된 일부 기록(약 3333건)입니다.
그러나 AWS 문서(https://docs.aws.amazon.com/ko_kr/sagemaker/latest/dg/algos.html)를 살펴보면 어떤 것을 선택하실까요?	우리가 사용할 것은 AWS 이니 제공하는 문서(https://docs.aws.amazon.com/ko_kr/sagemaker/latest/dg/algos.html) 를 살펴보면 어떤 것을 선택하실까요?
  A. 프로그래밍 언어를 사용하지 않는 서비스(*Amazon Machine Learning*)나 (*Amazon Sagemaker"를 웹 콘솔로 동작)도 있습니다만, 지금은 *Amazon Sagemaker* 를 프로그램적으로 쓰기로 했으니...	  A. 프로그래밍 언어를 사용하지 않는 서비스(*Amazon Machine Learning*나 *Amazon Sagemaker"를 웹 콘솔로 동작)도 있습니다만, 지금은 *Amazon Sagemaker* 를 프로그램적으로 쓰기로 했으니...
      MS Excel 처럼 화면을 셀(cell)이라고 합니다. 컬럼이 1개라는 것이 다릅니다.	      - MS Excel 처럼 화면을 셀(cell)이라고 합니다. 컬럼이 1개라는 것이 다릅니다.
      셀은 Code(파이썬 코드), Markdown(주석), Raw NBConvert 로 나뉩니다.	      - 셀은 Code(파이썬 코드), Markdown(주석), Raw NBConvert 로 나뉩니다.
      > 마크다운 셀은 주석이니까 실행은 안됩니다.	        > 마크다운 셀은 주석이니까 실행은 안됩니다.
      셀 좌측에 파란색이 보이는 것이 현재 선택된 셀, 셀 편집 시에는 녹색으로 바뀝니다.	      - 셀 좌측에 파란색이 보이는 것이 현재 선택된 셀, 셀 편집 시에는 녹색으로 바뀝니다.
      위,아래 방향키로 선택한 셀을 옮길 수 있습니다.	      - 위,아래 방향키로 선택한 셀을 옮길 수 있습니다.
      Space 키로 화면 아래로 스크롤, Shift+Space 키로 화면 위로 스크롤 합니다.	      - Space 키로 화면 아래로 스크롤, Shift+Space 키로 화면 위로 스크롤 합니다.
      Vi 에디터처럼 명령 모드(상태), 편집 모드(상태)가 있습니다.	      - Vi 에디터처럼 명령 모드(상태), 편집 모드(상태)가 있습니다.
      1. 데이터세 중에서, 미니 배치를 운영하기 위해 쪼개서	      1. 데이터 셋 중에서, 미니 배치를 운영하기 위해 적당한 크기로 행별로 쪼개서
* `stageing` 과 `production` 관리 repo 를 저장할 계정을 선택 합니다.	* `staging` 과 `production` 관리 repo 를 저장할 계정을 선택 합니다.
이름은 중복되지 않도록 `${자신의 아이디}-petclinc-www` 로 짓는다. 	이름은 중복되지 않도록 `${자신의 아이디}-petclinic-www` 로 짓는다. 
QUIC은 스트림은 경량이면서 순서가 있는 바이트 스트림 추상화를 제공한다.	QUIC 스트림은 경량이면서 순서가 있는 바이트 스트림 추상화를 제공한다.
The important thing is, across the React app, all work is passed through named ‘syntetic’ events. Nothing is special, it's just a few more wrappers for more efficient work. Next thing, the mediator module for managing event listeners is `EventPluginHub` (`src\renderers\shared\stack\event\EventPluginHub.js`). It contains a `listenerBank` map for caching and managing all listeners.	The important thing is, across the React app, all work is passed through named ‘synthetic’ events. Nothing is special, it's just a few more wrappers for more efficient work. Next thing, the mediator module for managing event listeners is `EventPluginHub` (`src\renderers\shared\stack\event\EventPluginHub.js`). It contains a `listenerBank` map for caching and managing all listeners.
As you know, React implements ‘syntetic events’, some ‘syntax sugar’ which in fact wraps native events. But then, later, they still try to behave how we all used to see events. You can see the comment in the code:	As you know, React implements ‘synthetic events’, some ‘syntax sugar’ which in fact wraps native events. But then, later, they still try to behave how we all used to see events. You can see the comment in the code:
其中很重要的一点是，纵观 React app，所有的工作都会传入一个名叫 `syntetic` 的事件。没有一个例外。它其实是一些封装器来优化效率的。下一个重要部分是我们处理事件监听器的中介控制模块 `EventPluginHub` (位于源码中`src\renderers\shared\stack\event\EventPluginHub.js`)。它包含一个 `listenerBank` 的映射来缓存并管控所有的监听器。我们准备好了添加我们自己的事件监听器，但是不是现在。这里的关键在于我们应该在组件和 DOM 元素已经准备好处理事件的时候才增加监听器。看上去在这里我们执行迟了。也你许会问，我们如何知道 DOM 已经准备好了？很好，这就引出了下一个问题！你是否还记得我们曾把 `transaction` 传递给每个方法和调用？这就对了，我们那样做就是因为在这种场景它可以很好的帮助我们。让我们从代码中寻找佐证：	其中很重要的一点是，纵观 React app，所有的工作都会传入一个名叫 `synthetic` 的事件。没有一个例外。它其实是一些封装器来优化效率的。下一个重要部分是我们处理事件监听器的中介控制模块 `EventPluginHub` (位于源码中`src\renderers\shared\stack\event\EventPluginHub.js`)。它包含一个 `listenerBank` 的映射来缓存并管控所有的监听器。我们准备好了添加我们自己的事件监听器，但是不是现在。这里的关键在于我们应该在组件和 DOM 元素已经准备好处理事件的时候才增加监听器。看上去在这里我们执行迟了。也你许会问，我们如何知道 DOM 已经准备好了？很好，这就引出了下一个问题！你是否还记得我们曾把 `transaction` 传递给每个方法和调用？这就对了，我们那样做就是因为在这种场景它可以很好的帮助我们。让我们从代码中寻找佐证：
就像你所知道的那样，React 有实现很多 “syntetic事件”，一些 “语法糖”，实际上包裹着原生事件。随后，他会表现为我们很熟悉的原生事件。你可以看下面的代码注释：	就像你所知道的那样，React 有实现很多 “synthetic事件”，一些 “语法糖”，实际上包裹着原生事件。随后，他会表现为我们很熟悉的原生事件。你可以看下面的代码注释：
리엑트에서는 모든 작업이 ‘결합(syntetic)’이라는 이벤트를 통과한다는 것이 중요합니다. 좀 더 효율적인 작업을 위한 래퍼일 뿐, 별로 특별할 건 없습니다. 다음으로, 이벤트 리스너를 관리하기 위한 중재인(mediator) 모듈은 `EventPluginHub` (`src\renderers\shared\stack\event\EventPluginHub.js`)입니다. 이것은 모든 리스너를 캐싱하고 관리하기 위한 `listenerBank` 맵을 포함합니다.	리엑트에서는 모든 작업이 ‘결합(synthetic)’이라는 이벤트를 통과한다는 것이 중요합니다. 좀 더 효율적인 작업을 위한 래퍼일 뿐, 별로 특별할 건 없습니다. 다음으로, 이벤트 리스너를 관리하기 위한 중재인(mediator) 모듈은 `EventPluginHub` (`src\renderers\shared\stack\event\EventPluginHub.js`)입니다. 이것은 모든 리스너를 캐싱하고 관리하기 위한 `listenerBank` 맵을 포함합니다.
아시다시피, 리엑트는 ‘syntetic events’를 구현합니다. 사실 ‘syntax sugar’는 네이트브 이벤트를 래핑하고 있습니다. 그러나 그들은 여전히 우리 모두가 이벤트를 보던 방식대로 행동하려고 합니다. 코드에서 주석을 확인 할 수 있습니다.	아시다시피, 리엑트는 ‘synthetic events’를 구현합니다. 사실 ‘syntax sugar’는 네이트브 이벤트를 래핑하고 있습니다. 그러나 그들은 여전히 우리 모두가 이벤트를 보던 방식대로 행동하려고 합니다. 코드에서 주석을 확인 할 수 있습니다.
      evt.initEvent(evtType, false, false); 	      evt.initEvent(evtType, false, false);
    "NO_MODIFICATION_ALLOWED_ERR_FILE": "파일을 수정할 수있는 권한이 없습니다.",	    "NO_MODIFICATION_ALLOWED_ERR_FILE": "파일을 수정할 수 있는 권한이 없습니다.",
    "FILE_EXISTS_ERR": "파일 또는 디렉터리가 이미 있습니다.",	    "FILE_EXISTS_ERR": "파일 또는 디렉토리가 이미 있습니다.",
    "DONT_SAVE": "저장하지 않",	    "DONT_SAVE": "저장하지 않음",
    "SAVE_FILE_AS": "다른이름으로 저장",	    "SAVE_FILE_AS": "다른 이름으로 저장",
    "BASEURL_ERROR_UNKNOWN_ERROR": "기본 URL 구문 분석하는 동안 알 수없는 오류가 발생했습니다",	    "BASEURL_ERROR_UNKNOWN_ERROR": "기본 URL의 구문을 분석하는 동안 알 수 없는 오류가 발생했습니다",
    "CANT_REMOVE_DEV": "dev 폴더 기능은 수동으로 제거해야합니다.",	    "CANT_REMOVE_DEV": "dev 폴더 기능은 수동으로 제거해야 합니다.",
  * `title` String - 메시지 상자의 제목입니다. 몇몇 플랫폼에선 보이지 않을 수 있습니다.	  * `title` String - 대화 상자의 제목입니다. 몇몇 플랫폼에선 보이지 않을 수 있습니다.
  * `message` String - 메시지 상자의 본문 내용입니다.	  * `message` String - 대화 상자의 본문 내용입니다.
메시지 상자를 표시합니다. `browserWindow`를 지정하면 메시지 상자가 완전히 닫힐 때까지는 창을 사용할 수 없습니다.	대화 상자를 표시합니다. `browserWindow`를 지정하면 대화 상자가 완전히 닫힐 때까지는 창을 사용할 수 없습니다.
이를 해결하려면 "Cancel"을 대신 사용하거나 BrowserWindow API를 사용하여 메시지 상자를 직접 구현해야합니다.	이를 해결하려면 "Cancel"을 대신 사용하거나 BrowserWindow API를 사용하여 대화 상자를 직접 구현해야합니다.
"Announcement.coinfyPromoBody" = "2019年3月31日までにビットコインを100ユーロ購入して、20ユーロのAmazon.deギフトカードをもらおう*";	"Announcement.coinifyPromoBody" = "2019年3月31日までにビットコインを100ユーロ購入して、20ユーロのAmazon.deギフトカードをもらおう*";
"Announcement.coinfyPromoBody" = "2019년 3월 31까지 100유로의 비트코인을 구매하시면 20유로 짜리 독일 아마존 기프트 카드를 제공해 드립니다.*";	"Announcement.coinifyPromoBody" = "2019년 3월 31까지 100유로의 비트코인을 구매하시면 20유로 짜리 독일 아마존 기프트 카드를 제공해 드립니다.*";
"Announcement.coinfyPromoBody" = "在2019年3月31日前购买100欧元的比特币并获得一张在Amazon.de网上消费的20欧元礼品卡 ⃰。";	"Announcement.coinifyPromoBody" = "在2019年3月31日前购买100欧元的比特币并获得一张在Amazon.de网上消费的20欧元礼品卡 ⃰。";
"Announcement.coinfyPromoBody" = "2019 年 3 月 31 日前購買 €100 比特幣，即可獲得 €20 Amazon.de 禮物卡*";	"Announcement.coinifyPromoBody" = "2019 年 3 月 31 日前購買 €100 比特幣，即可獲得 €20 Amazon.de 禮物卡*";
"Announcement.coinfyPromoBody" = "2019年3月31日までにビットコインを100ユーロ購入して、20ユーロのAmazon.deギフトカードをもらおう*";	"Announcement.coinifyPromoBody" = "2019年3月31日までにビットコインを100ユーロ購入して、20ユーロのAmazon.deギフトカードをもらおう*";
"Announcement.coinfyPromoBody" = "2019년 3월 31까지 100유로의 비트코인을 구매하시면 20유로 짜리 독일 아마존 기프트 카드를 제공해 드립니다.*";	"Announcement.coinifyPromoBody" = "2019년 3월 31까지 100유로의 비트코인을 구매하시면 20유로 짜리 독일 아마존 기프트 카드를 제공해 드립니다.*";
"Announcement.coinfyPromoBody" = "在2019年3月31日前购买100欧元的比特币并获得一张在Amazon.de网上消费的20欧元礼品卡 ⃰。";	"Announcement.coinifyPromoBody" = "在2019年3月31日前购买100欧元的比特币并获得一张在Amazon.de网上消费的20欧元礼品卡 ⃰。";
"Announcement.coinfyPromoBody" = "2019 年 3 月 31 日前購買 €100 比特幣，即可獲得 €20 Amazon.de 禮物卡*";	"Announcement.coinifyPromoBody" = "2019 年 3 月 31 日前購買 €100 比特幣，即可獲得 €20 Amazon.de 禮物卡*";
발생하는 이벤트 입니다. 따라서 어플리케이션을 완전히 종료하려면 이 이벤트에서	발생하는 이벤트입니다. 따라서 어플리케이션을 완전히 종료하려면 이 이벤트에서
모든 윈도우들이 종료되고 어플리케이션이 종료되기 시작할 때 발생하는 이벤트 입니다.	모든 윈도우들이 종료되고 어플리케이션이 종료되기 시작할 때 발생하는 이벤트입니다.
어플리케이션이 활성화 되었을 때 발생하는 이벤트 입니다. 이 이벤트는 사용자가	어플리케이션이 활성화 되었을 때 발생하는 이벤트입니다. 이 이벤트는 사용자가
[browserWindow](browser-window.md)에 대한 포커스가 사라졌을 때 발생하는 이벤트 입니다.	[browserWindow](browser-window.md)에 대한 포커스가 사라졌을 때 발생하는 이벤트입니다.
[browserWindow](browser-window.md)에 대한 포커스가 발생했을 때 발생하는 이벤트 입니다.	[browserWindow](browser-window.md)에 대한 포커스가 발생했을 때 발생하는 이벤트입니다.
새로운 [browserWindow](browser-window.md)가 생성되었을 때 발생하는 이벤트 입니다.	새로운 [browserWindow](browser-window.md)가 생성되었을 때 발생하는 이벤트입니다.
클라이언트 인증이 요청되었을 때 발생하는 이벤트 입니다.	클라이언트 인증이 요청되었을 때 발생하는 이벤트입니다.
문서의 제목이 변경될 때 발생하는 이벤트 입니다. `event.preventDefault()`를 호출하여	문서의 제목이 변경될 때 발생하는 이벤트입니다. `event.preventDefault()`를 호출하여
클라이언트 인증이 요청되었을 때 발생하는 이벤트 입니다.	클라이언트 인증이 요청되었을 때 발생하는 이벤트입니다.
# Headless CI 시스템에서 테스팅하기 (Travis, Jenkins) (Travis CI, Jenkins)	# Headless CI 시스템에서 테스팅하기 (Travis, Jenkins)
초기화 해야합니다.	초기화해야 합니다.
프로세스와 inter-process 통신을 해야합니다. 또한, `remote` 모듈을 사용하면	프로세스와 inter-process 통신을 해야 합니다. 또한, `remote` 모듈을 사용하면
  appIcon = new Tray('/path/to/my/icon'); // 현재 어플리케이션 디렉터리를 기준으로 하려면 `__dirname + '/images/tray.png'` 형식으로 입력해야합니다.	  appIcon = new Tray('/path/to/my/icon'); // 현재 어플리케이션 디렉터리를 기준으로 하려면 `__dirname + '/images/tray.png'` 형식으로 입력해야 합니다.
결정하는 이벤트를 리스닝해야합니다.	결정하는 이벤트를 리스닝해야 합니다.
접근할 수는 없습니다: 디버깅 툴에 심볼의 경로를 추가해야합니다. 아래의 예제를 참고하면	접근할 수는 없습니다: 디버깅 툴에 심볼의 경로를 추가해야 합니다. 아래의 예제를 참고하면
먼저 해야합니다:	먼저해야 합니다:
그리고 `browser-window`에 `plugins` 스위치도 추가해야합니다.	그리고 `browser-window`에 `plugins` 스위치도 추가해야 합니다.
반드시 `main.js`에서 창을 만들고 시스템 이밴트를 처리해야합니다. 대표적인 예제로	반드시 `main.js`에서 창을 만들고 시스템 이벤트를 처리해야합니다. 대표적인 예제로
만약 사용자가 파일을 저장할 때 파일 이름을 바꿨다면 실제 파일명과 저장 파일명은 서로 달라지게 됩니다.	만약 사용자가 파일을 저장할 때 파일 이름을 바꿨다면 실제 파일 이름과 저장 파일 이름은 서로 달라지게 됩니다.
Squirrel은 사용해야 하는 업데이트 선택하는 과정을 서버에 의존합니다. [서버 지원](#server-support)을 참고하세요.	Squirrel은 사용해야 하는 업데이트 선택하는 과정을 서버에 의존합니다. [서버 지원](#서버-지원)을 참고하세요.
업데이트 응답과 본문 포맷에 대한 요구 사항은 [서버 지원](#server-support)를 참고하세요.	업데이트 응답과 본문 포맷에 대한 요구 사항은 [서버 지원](#서버-지원)를 참고하세요.
업데이트 응답과 본문 포맷에 대한 요구 사항은 [Server Support](#server-support)를 참고하세요.	업데이트 응답과 본문 포맷에 대한 요구 사항은 [서버 지원](#server-support)를 참고하세요.
### node-gyp을 이용한 방법	### `node-gyp`를 이용한 방법
`npm`을 통해 `electron-prebuilt` 패키지를 전역에 설치하면 간단한 명령으로 앱을 실행해 볼 수 있습니다.	`npm`을 통해 `electron-prebuilt` 패키지를 전역에 설치하면 간단한 명령으로 앱을 실행할 수 있습니다.
.. math::  S(t) = \exp\left(\left(\frac{-t}{\lambda}\right)^\rho\right),   \lambda >0, \rho > 0,	.. math::  S(t) = \exp\left(-\left(\frac{t}{\lambda}\right)^\rho\right),   \lambda >0, \rho > 0,
    .. math::  S(t; x, y) = \exp\left(\left(\frac{-t}{\lambda(x)}\right)^{\rho(y)}\right),	    .. math::  S(t; x, y) = \exp\left(-\left(\frac{t}{\lambda(x)}\right)^{\rho(y)}\right),
_(이 글은 https://github.com/dwmkerr/hacker-laws의 번역입니다.)_	_(이 글은 https://github.com/dwmkerr/hacker-laws 의 번역입니다.)_
* [원리](#원리)	* [원칙](#원칙)
이는 '[[괴델, 에셔, 바흐: 영원한 황금 노끈]](#추천-도서)'에서 나온 말이다.	이는 '[괴델, 에셔, 바흐: 영원한 황금 노끈](#추천-도서)'에서 나온 말이다.
최초의 노드에서 처음으로 P2P 네으워크를 비롯한 블록체인 엔진을 작동시킴에 따른 시나리오로 다음과 같은 순서로 이루어 진다.	최초의 노드에서 처음으로 P2P 네트워크를 비롯한 블록체인 엔진을 작동시킴에 따른 시나리오로 다음과 같은 순서로 이루어 진다.
5.  서비스별 브런치에서 작업	5.  서비스별 브랜치에서 작업
    2.  서비스별 브런치를 구성하는 것으로 추천	    2.  서비스별 브랜치를 구성하는 것으로 추천
발생하는 이벤트 입니다. 따라서 어플리케이션을 완전히 종료하려면 이 이벤트에서	발생하는 이벤트입니다. 따라서 어플리케이션을 완전히 종료하려면 이 이벤트에서
모든 윈도우들이 종료되고 어플리케이션이 종료되기 시작할 때 발생하는 이벤트 입니다.	모든 윈도우들이 종료되고 어플리케이션이 종료되기 시작할 때 발생하는 이벤트입니다.
어플리케이션이 활성화 되었을 때 발생하는 이벤트 입니다. 이 이벤트는 사용자가	어플리케이션이 활성화 되었을 때 발생하는 이벤트입니다. 이 이벤트는 사용자가
[browserWindow](browser-window.md)에 대한 포커스가 사라졌을 때 발생하는 이벤트 입니다.	[browserWindow](browser-window.md)에 대한 포커스가 사라졌을 때 발생하는 이벤트입니다.
[browserWindow](browser-window.md)에 대한 포커스가 발생했을 때 발생하는 이벤트 입니다.	[browserWindow](browser-window.md)에 대한 포커스가 발생했을 때 발생하는 이벤트입니다.
새로운 [browserWindow](browser-window.md)가 생성되었을 때 발생하는 이벤트 입니다.	새로운 [browserWindow](browser-window.md)가 생성되었을 때 발생하는 이벤트입니다.
클라이언트 인증이 요청되었을 때 발생하는 이벤트 입니다.	클라이언트 인증이 요청되었을 때 발생하는 이벤트입니다.
문서의 제목이 변경될 때 발생하는 이벤트 입니다. `event.preventDefault()`를 호출하여	문서의 제목이 변경될 때 발생하는 이벤트입니다. `event.preventDefault()`를 호출하여
클라이언트 인증이 요청되었을 때 발생하는 이벤트 입니다.	클라이언트 인증이 요청되었을 때 발생하는 이벤트입니다.
# Headless CI 시스템에서 테스팅하기 (Travis, Jenkins) (Travis CI, Jenkins)	# Headless CI 시스템에서 테스팅하기 (Travis, Jenkins)
초기화 해야합니다.	초기화해야 합니다.
프로세스와 inter-process 통신을 해야합니다. 또한, `remote` 모듈을 사용하면	프로세스와 inter-process 통신을 해야 합니다. 또한, `remote` 모듈을 사용하면
  appIcon = new Tray('/path/to/my/icon'); // 현재 어플리케이션 디렉터리를 기준으로 하려면 `__dirname + '/images/tray.png'` 형식으로 입력해야합니다.	  appIcon = new Tray('/path/to/my/icon'); // 현재 어플리케이션 디렉터리를 기준으로 하려면 `__dirname + '/images/tray.png'` 형식으로 입력해야 합니다.
결정하는 이벤트를 리스닝해야합니다.	결정하는 이벤트를 리스닝해야 합니다.
접근할 수는 없습니다: 디버깅 툴에 심볼의 경로를 추가해야합니다. 아래의 예제를 참고하면	접근할 수는 없습니다: 디버깅 툴에 심볼의 경로를 추가해야 합니다. 아래의 예제를 참고하면
먼저 해야합니다:	먼저해야 합니다:
그리고 `browser-window`에 `plugins` 스위치도 추가해야합니다.	그리고 `browser-window`에 `plugins` 스위치도 추가해야 합니다.
반드시 `main.js`에서 창을 만들고 시스템 이밴트를 처리해야합니다. 대표적인 예제로	반드시 `main.js`에서 창을 만들고 시스템 이벤트를 처리해야합니다. 대표적인 예제로
만약 사용자가 파일을 저장할 때 파일 이름을 바꿨다면 실제 파일명과 저장 파일명은 서로 달라지게 됩니다.	만약 사용자가 파일을 저장할 때 파일 이름을 바꿨다면 실제 파일 이름과 저장 파일 이름은 서로 달라지게 됩니다.
